"#set","station","line num","no trait","powered","charged","precise","infused","defending","training","sharpened","decisive","nirnhoned","item name"
25,2,6,60284,59969,60004,60039,60074,60109,60144,60179,60214,60249,"Breeches of the Noble's Conquest"
25,2,7,60286,59971,60006,60041,60076,60111,60146,60181,60216,60251,"Epaulets of the Noble's Conquest"
25,2,8,60287,59972,60007,60042,60077,60112,60147,60182,60217,60252,"Sash of the Noble's Conquest"
25,2,9,60288,59973,60008,60043,60078,60113,60148,60183,60218,60253,"Jack of the Noble's Conquest"
25,2,10,60289,59974,60009,60044,60079,60114,60149,60184,60219,60254,"Boots of the Noble's Conquest"
25,2,11,60290,59975,60010,60045,60080,60115,60150,60185,60220,60255,"Bracers of the Noble's Conquest"
25,2,12,60291,59976,60011,60046,60081,60116,60151,60186,60221,60256,"Helmet of the Noble's Conquest"
25,2,13,60292,59977,60012,60047,60082,60117,60152,60187,60222,60257,"Guards of the Noble's Conquest"
25,2,14,60293,59978,60013,60048,60083,60118,60153,60188,60223,60258,"Arm Cops of the Noble's Conquest"
25,2,15,60294,59979,60014,60049,60084,60119,60154,60189,60224,60259,"Belt of the Noble's Conquest"
25,1,1,60261,59946,59981,60016,60051,60086,60121,60156,60191,60226,"axe of the Noble's Conquest"
25,1,2,60262,59947,59982,60017,60052,60087,60122,60157,60192,60227,"mace of the Noble's Conquest"
25,1,3,60263,59948,59983,60018,60053,60088,60123,60158,60193,60228,"Sword of the Noble's Conquest"
25,1,4,60264,59949,59984,60019,60054,60089,60124,60159,60194,60229,"Battle Axe of the Noble's Conquest"
25,1,5,60266,59951,59986,60021,60056,60091,60126,60161,60196,60231,"Greatsword of the Noble's Conquest"
25,1,6,60265,59950,59985,60020,60055,60090,60125,60160,60195,60230,"Maul of the Noble's Conquest"
25,1,7,60267,59952,59987,60022,60057,60092,60127,60162,60197,60232,"Dagger of the Noble's Conquest"
25,1,8,60273,59958,59993,60028,60063,60098,60133,60168,60203,60238,"Cuirass of the Noble's Conquest"
25,1,9,60274,59959,59994,60029,60064,60099,60134,60169,60204,60239,"Sabatons of the Noble's Conquest"
25,1,10,60275,59960,59995,60030,60065,60100,60135,60170,60205,60240,"Gauntlets of the Noble's Conquest"
25,1,11,60276,59961,59996,60031,60066,60101,60136,60171,60206,60241,"Helm of the Noble's Conquest"
25,1,12,60277,59962,59997,60032,60067,60102,60137,60172,60207,60242,"Greaves of the Noble's Conquest"
25,1,13,60278,59963,59998,60033,60068,60103,60138,60173,60208,60243,"Pauldron of the Noble's Conquest"
25,1,14,60279,59964,59999,60034,60069,60104,60139,60174,60209,60244,"Girdle of the Noble's Conquest"
25,6,1,60268,59953,59988,60023,60058,60093,60128,60163,60198,60233,"Bow of the Noble's Conquest"
25,6,2,60269,59954,59989,60024,60059,60094,60129,60164,60199,60234,"Inferno Staff of the Noble's Conquest"
25,6,3,60270,59955,59990,60025,60060,60095,60130,60165,60200,60235,"Ice Staff of the Noble's Conquest"
25,6,4,60271,59956,59991,60026,60061,60096,60131,60166,60201,60236,"Lightning Staff of the Noble's Conquest"
25,6,5,60272,59957,59992,60027,60062,60097,60132,60167,60202,60237,"Restoration Staff of the Noble's Conquest"
25,6,6,60295,59980,60015,60050,60085,60120,60155,60190,60225,60260,"Shield of the Noble's Conquest"
29,2,1,69592,69662,69697,69732,69767,69802,69837,69872,69907,69627,"Robe of Julianos"
29,2,2,69593,69663,69698,69733,69768,69803,69838,69873,69908,69628,"Jerkin of Julianos"
29,2,3,69598,69668,69703,69738,69773,69808,69843,69878,69913,69633,"Shoes of Julianos"
29,2,4,69595,69665,69700,69735,69770,69805,69840,69875,69910,69630,"Gloves of Julianos"
29,2,5,69591,69661,69696,69731,69766,69801,69836,69871,69906,69626,"Hat of Julianos"
29,2,6,69597,69667,69702,69737,69772,69807,69842,69877,69912,69632,"Breeches of Julianos"
29,2,7,69594,69664,69699,69734,69769,69804,69839,69874,69909,69629,"Epaulets of Julianos"
29,2,8,69596,69666,69701,69736,69771,69806,69841,69876,69911,69631,"Sash of Julianos"
29,2,9,69585,69655,69690,69725,69760,69795,69830,69865,69900,69620,"Jack of Julianos"
29,2,10,69590,69660,69695,69730,69765,69800,69835,69870,69905,69625,"Boots of Julianos"
29,2,11,69587,69657,69692,69727,69762,69797,69832,69867,69902,69622,"Bracers of Julianos"
29,2,12,69584,69654,69689,69724,69759,69794,69829,69864,69899,69619,"Helmet of Julianos"
29,2,13,69589,69659,69694,69729,69764,69799,69834,69869,69904,69624,"Guards of Julianos"
29,2,14,69586,69656,69691,69726,69761,69796,69831,69866,69901,69621,"Arm Cops of Julianos"
29,2,15,69588,69658,69693,69728,69763,69798,69833,69868,69903,69623,"Belt of Julianos"
29,1,1,69599,69669,69704,69739,69774,69809,69844,69879,69914,69634,"axe of Julianos"
29,1,2,69601,69671,69706,69741,69776,69811,69846,69881,69916,69636,"mace of Julianos"
29,1,3,69600,69670,69705,69740,69775,69810,69845,69880,69915,69635,"Sword of Julianos"
29,1,4,69602,69672,69707,69742,69777,69812,69847,69882,69917,69637,"Battle Axe of Julianos"
29,1,5,69604,69674,69709,69744,69779,69814,69849,69884,69919,69639,"Greatsword of Julianos"
29,1,6,69603,69673,69708,69743,69778,69813,69848,69883,69918,69638,"Maul of Julianos"
29,1,7,69605,69675,69710,69745,69780,69815,69850,69885,69920,69640,"Dagger of Julianos"
29,1,8,69578,69648,69683,69718,69753,69788,69823,69858,69893,69613,"Cuirass of Julianos"
29,1,9,69583,69653,69688,69723,69758,69793,69828,69863,69898,69618,"Sabatons of Julianos"
29,1,10,69580,69650,69685,69720,69755,69790,69825,69860,69895,69615,"Gauntlets of Julianos"
29,1,11,69577,69647,69682,69717,69752,69787,69822,69857,69892,69612,"Helm of Julianos"
29,1,12,69582,69652,69687,69722,69757,69792,69827,69862,69897,69617,"Greaves of Julianos"
29,1,13,69579,69649,69684,69719,69754,69789,69824,69859,69894,69614,"Pauldron of Julianos"
29,1,14,69581,69651,69686,69721,69756,69791,69826,69861,69896,69616,"Girdle of Julianos"
29,6,1,69606,69676,69711,69746,69781,69816,69851,69886,69921,69641,"Bow of Julianos"
29,6,2,69608,69678,69713,69748,69783,69818,69853,69888,69923,69643,"Inferno Staff of Julianos"
29,6,3,69609,69679,69714,69749,69784,69819,69854,69889,69924,69644,"Ice Staff of Julianos"
29,6,4,69610,69680,69715,69750,69785,69820,69855,69890,69925,69645,"Lightning Staff of Julianos"
29,6,5,69611,69681,69716,69751,69786,69821,69856,69891,69926,69646,"Restoration Staff of Julianos"
29,6,6,69607,69677,69712,69747,69782,69817,69852,69887,69922,69642,"Shield of Julianos"
35,2,1,75756,76001,75931,75896,75861,76036,75791,75966,75826,76071,"Robe of Varen's Legacy"
35,2,2,75761,76006,75936,75901,75866,76041,75796,75971,75831,76076,"Jerkin of Varen's Legacy"
35,2,3,75757,76002,75932,75897,75862,76037,75792,75967,75827,76072,"Shoes of Varen's Legacy"
35,2,4,75758,76003,75933,75898,75863,76038,75793,75968,75828,76073,"Gloves of Varen's Legacy"
35,2,5,75759,76004,75934,75899,75864,76039,75794,75969,75829,76074,"Hat of Varen's Legacy"
35,2,6,75760,76005,75935,75900,75865,76040,75795,75970,75830,76075,"Breeches of Varen's Legacy"
35,2,7,75762,76007,75937,75902,75867,76042,75797,75972,75832,76077,"Epaulets of Varen's Legacy"
35,2,8,75763,76008,75938,75903,75868,76043,75798,75973,75833,76078,"Sash of Varen's Legacy"
35,2,9,75764,76009,75939,75904,75869,76044,75799,75974,75834,76079,"Jack of Varen's Legacy"
35,2,10,75765,76010,75940,75905,75870,76045,75800,75975,75835,76080,"Boots of Varen's Legacy"
35,2,11,75766,76011,75941,75906,75871,76046,75801,75976,75836,76081,"Bracers of Varen's Legacy"
35,2,12,75767,76012,75942,75907,75872,76047,75802,75977,75837,76082,"Helmet of Varen's Legacy"
35,2,13,75768,76013,75943,75908,75873,76048,75803,75978,75838,76083,"Guards of Varen's Legacy"
35,2,14,75769,76014,75944,75909,75874,76049,75804,75979,75839,76084,"Arm Cops of Varen's Legacy"
35,2,15,75770,76015,75945,75910,75875,76050,75805,75980,75840,76085,"Belt of Varen's Legacy"
35,1,1,75736,75806,75946,75841,75771,75876,76016,75911,75981,76051,"Axe of Varen's Legacy"
35,1,2,75737,75807,75947,75842,75772,75877,76017,75912,75982,76052,"Mace of Varen's Legacy"
35,1,3,75738,75808,75948,75843,75773,75878,76018,75913,75983,76053,"Sword of Varen's Legacy"
35,1,4,75739,75809,75949,75844,75774,75879,76019,75914,75984,76054,"Battle Axe of Varen's Legacy"
35,1,5,75741,75811,75951,75846,75776,75881,76021,75916,75986,76056,"Greatsword of Varen's Legacy"
35,1,6,75740,75810,75950,75845,75775,75880,76020,75915,75985,76055,"Maul of Varen's Legacy"
35,1,7,75742,75812,75952,75847,75777,75882,76022,75917,75987,76057,"Dagger of Varen's Legacy"
35,1,8,75749,75994,75924,75889,75854,76029,75784,75959,75819,76064,"Cuirass of Varen's Legacy"
35,1,9,75750,75995,75925,75890,75855,76030,75785,75960,75820,76065,"Sabatons of Varen's Legacy"
35,1,10,75751,75996,75926,75891,75856,76031,75786,75961,75821,76066,"Gauntlets of Varen's Legacy"
35,1,11,75752,75997,75927,75892,75857,76032,75787,75962,75822,76067,"Helm of Varen's Legacy"
35,1,12,75753,75998,75928,75893,75858,76033,75788,75963,75823,76068,"Greaves of Varen's Legacy"
35,1,13,75754,75999,75929,75894,75859,76034,75789,75964,75824,76069,"Pauldron of Varen's Legacy"
35,1,14,75755,76000,75930,75895,75860,76035,75790,75965,75825,76070,"Girdle of Varen's Legacy"
35,6,1,75743,75813,75953,75848,75778,75883,76023,75918,75988,76058,"Bow of Varen's Legacy"
35,6,2,75744,75814,75954,75849,75779,75884,76024,75919,75989,76059,"Inferno Staff of Varen's Legacy"
35,6,3,75745,75815,75955,75850,75780,75885,76025,75920,75990,76060,"Ice Staff of Varen's Legacy"
35,6,4,75746,75816,75956,75851,75781,75886,76026,75921,75991,76061,"Lightning Staff of Varen's Legacy"
35,6,5,75747,75817,75957,75852,75782,75887,76027,75922,75992,76062,"Restoration Staff of Varen's Legacy"
35,6,6,75748,75993,75923,75888,75853,76028,75783,75958,75818,76063,"Shield of Varen's Legacy"
36,2,1,76106,76351,76281,76246,76211,76386,76141,76316,76176,76421,"Pelinal's Robe"
36,2,2,76111,76356,76286,76251,76216,76391,76146,76321,76181,76426,"Pelinal's Jerkin"
36,2,3,76107,76352,76282,76247,76212,76387,76142,76317,76177,76422,"Pelinal's Shoes"
36,2,4,76108,76353,76283,76248,76213,76388,76143,76318,76178,76423,"Pelinal's Gloves"
36,2,5,76109,76354,76284,76249,76214,76389,76144,76319,76179,76424,"Pelinal's Hat"
36,2,6,76110,76355,76285,76250,76215,76390,76145,76320,76180,76425,"Pelinal's Breeches"
36,2,7,76112,76357,76287,76252,76217,76392,76147,76322,76182,76427,"Pelinal's Epaulets"
36,2,8,76113,76358,76288,76253,76218,76393,76148,76323,76183,76428,"Pelinal's Sash"
36,2,9,76114,76359,76289,76254,76219,76394,76149,76324,76184,76429,"Pelinal's Jack"
36,2,10,76115,76360,76290,76255,76220,76395,76150,76325,76185,76430,"Pelinal's Boots"
36,2,11,76116,76361,76291,76256,76221,76396,76151,76326,76186,76431,"Pelinal's Bracers"
36,2,12,76117,76362,76292,76257,76222,76397,76152,76327,76187,76432,"Pelinal's Helmet"
36,2,13,76118,76363,76293,76258,76223,76398,76153,76328,76188,76433,"Pelinal's Guards"
36,2,14,76119,76364,76294,76259,76224,76399,76154,76329,76189,76434,"Pelinal's Arm Cops"
36,2,15,76120,76365,76295,76260,76225,76400,76155,76330,76190,76435,"Pelinal's Belt"
36,1,1,76086,76156,76296,76191,76121,76226,76366,76261,76331,76401,"Pelinal's Axe"
36,1,2,76087,76157,76297,76192,76122,76227,76367,76262,76332,76402,"Pelinal's Mace"
36,1,3,76088,76158,76298,76193,76123,76228,76368,76263,76333,76403,"Pelinal's Sword"
36,1,4,76089,76159,76299,76194,76124,76229,76369,76264,76334,76404,"Pelinal's Battle Axe"
36,1,5,76091,76161,76301,76196,76126,76231,76371,76266,76336,76406,"Pelinal's Greatsword"
36,1,6,76090,76160,76300,76195,76125,76230,76370,76265,76335,76405,"Pelinal's Maul"
36,1,7,76092,76162,76302,76197,76127,76232,76372,76267,76337,76407,"Pelinal's Dagger"
36,1,8,76099,76344,76274,76239,76204,76379,76134,76309,76169,76414,"Pelinal's Cuirass"
36,1,9,76100,76345,76275,76240,76205,76380,76135,76310,76170,76415,"Pelinal's Sabatons"
36,1,10,76101,76346,76276,76241,76206,76381,76136,76311,76171,76416,"Pelinal's Gauntlets"
36,1,11,76102,76347,76277,76242,76207,76382,76137,76312,76172,76417,"Pelinal's Helm"
36,1,12,76103,76348,76278,76243,76208,76383,76138,76313,76173,76418,"Pelinal's Greaves"
36,1,13,76104,76349,76279,76244,76209,76384,76139,76314,76174,76419,"Pelinal's Pauldron"
36,1,14,76105,76350,76280,76245,76210,76385,76140,76315,76175,76420,"Pelinal's Girdle"
36,6,1,76093,76163,76303,76198,76128,76233,76373,76268,76338,76408,"Pelinal's Bow"
36,6,2,76094,76164,76304,76199,76129,76234,76374,76269,76339,76409,"Pelinal's Inferno Staff"
36,6,3,76095,76165,76305,76200,76130,76235,76375,76270,76340,76410,"Pelinal's Ice Staff"
36,6,4,76096,76166,76306,76201,76131,76236,76376,76271,76341,76411,"Pelinal's Lightning Staff"
36,6,5,76097,76167,76307,76202,76132,76237,76377,76272,76342,76412,"Pelinal's Restoration Staff"
36,6,6,76098,76343,76273,76238,76203,76378,76133,76308,76168,76413,"Pelinal's Shield"
38,2,1,122271,122516,122446,122411,122376,122551,122306,122481,122341,122586,"Shacklebreaker Robe"
38,2,2,122276,122521,122451,122416,122381,122556,122311,122486,122346,122591,"Shacklebreaker Jerkin"
38,2,3,122272,122517,122447,122412,122377,122552,122307,122482,122342,122587,"Shacklebreaker Shoes"
38,2,4,122273,122518,122448,122413,122378,122553,122308,122483,122343,122588,"Shacklebreaker Gloves"
38,2,5,122274,122519,122449,122414,122379,122554,122309,122484,122344,122589,"Shacklebreaker Hat"
38,2,6,122275,122520,122450,122415,122380,122555,122310,122485,122345,122590,"Shacklebreaker Breeches"
38,2,7,122277,122522,122452,122417,122382,122557,122312,122487,122347,122592,"Shacklebreaker Epaulets"
38,2,8,122278,122523,122453,122418,122383,122558,122313,122488,122348,122593,"Shacklebreaker Sash"
38,2,9,122279,122524,122454,122419,122384,122559,122314,122489,122349,122594,"Shacklebreaker Jack"
38,2,10,122280,122525,122455,122420,122385,122560,122315,122490,122350,122595,"Shacklebreaker Boots"
38,2,11,122281,122526,122456,122421,122386,122561,122316,122491,122351,122596,"Shacklebreaker Bracers"
38,2,12,122282,122527,122457,122422,122387,122562,122317,122492,122352,122597,"Shacklebreaker Helmet"
38,2,13,122283,122528,122458,122423,122388,122563,122318,122493,122353,122598,"Shacklebreaker Guards"
38,2,14,122284,122529,122459,122424,122389,122564,122319,122494,122354,122599,"Shacklebreaker Arm Cops"
38,2,15,122285,122530,122460,122425,122390,122565,122320,122495,122355,122600,"Shacklebreaker Belt"
38,1,1,122251,122321,122461,122356,122286,122391,122531,122426,122496,122566,"Shacklebreaker Axe"
38,1,2,122252,122322,122462,122357,122287,122392,122532,122427,122497,122567,"Shacklebreaker Mace"
38,1,3,122253,122323,122463,122358,122288,122393,122533,122428,122498,122568,"Shacklebreaker Sword"
38,1,4,122254,122324,122464,122359,122289,122394,122534,122429,122499,122569,"Shacklebreaker Battle Axe"
38,1,5,122256,122326,122466,122361,122291,122396,122536,122431,122501,122571,"Shacklebreaker Greatsword"
38,1,6,122255,122325,122465,122360,122290,122395,122535,122430,122500,122570,"Shacklebreaker Maul"
38,1,7,122257,122327,122467,122362,122292,122397,122537,122432,122502,122572,"Shacklebreaker Dagger"
38,1,8,122264,122509,122439,122404,122369,122544,122299,122474,122334,122579,"Shacklebreaker Cuirass"
38,1,9,122265,122510,122440,122405,122370,122545,122300,122475,122335,122580,"Shacklebreaker Sabatons"
38,1,10,122266,122511,122441,122406,122371,122546,122301,122476,122336,122581,"Shacklebreaker Gauntlets"
38,1,11,122267,122512,122442,122407,122372,122547,122302,122477,122337,122582,"Shacklebreaker Helm"
38,1,12,122268,122513,122443,122408,122373,122548,122303,122478,122338,122583,"Shacklebreaker Greaves"
38,1,13,122269,122514,122444,122409,122374,122549,122304,122479,122339,122584,"Shacklebreaker Pauldron"
38,1,14,122270,122515,122445,122410,122375,122550,122305,122480,122340,122585,"Shacklebreaker Girdle"
38,6,1,122258,122328,122468,122363,122293,122398,122538,122433,122503,122573,"Shacklebreaker Bow"
38,6,2,122259,122329,122469,122364,122294,122399,122539,122434,122504,122574,"Shacklebreaker Inferno Staff"
38,6,3,122260,122330,122470,122365,122295,122400,122540,122435,122505,122575,"Shacklebreaker Ice Staff"
38,6,4,122261,122331,122471,122366,122296,122401,122541,122436,122506,122576,"Shacklebreaker Lightning Staff"
38,6,5,122262,122332,122472,122367,122297,122402,122542,122437,122507,122577,"Shacklebreaker Restoration Staff"
38,6,6,122263,122508,122438,122403,122368,122543,122298,122473,122333,122578,"Shacklebreaker Shield"
18,2,1,53006,52909,52722,52874,52979,52932,52757,52699,52676,56717,"Robe of Orgnum's Scales"
18,2,2,53011,52914,52727,52879,52984,52937,52762,52704,52681,56722,"Shirt of Orgnum's Scales"
18,2,3,53007,52910,52723,52875,52980,52933,52758,52700,52677,56718,"Shoes of Orgnum's Scales"
18,2,4,53008,52911,52724,52876,52981,52934,52759,52701,52678,56719,"Gloves of Orgnum's Scales"
18,2,5,53009,52912,52725,52877,52982,52935,52760,52702,52679,56720,"Hat of Orgnum's Scales"
18,2,6,53010,52913,52726,52878,52983,52936,52761,52703,52680,56721,"Breeches of Orgnum's Scales"
18,2,7,53012,52915,52728,52880,52985,52938,52763,52705,52682,56723,"Epaulets of Orgnum's Scales"
18,2,8,53013,52916,52729,52881,52986,52939,52764,52706,52683,56724,"Sash of Orgnum's Scales"
18,2,9,53015,52917,52730,52882,52987,52940,52765,52707,52684,56725,"Jack of Orgnum's Scales"
18,2,10,53016,52918,52731,52883,52988,52941,52766,52708,52685,56726,"Boots of Orgnum's Scales"
18,2,11,53017,52919,52732,52884,52989,52942,52767,52709,52686,56727,"Bracers of Orgnum's Scales"
18,2,12,53018,52920,52733,52885,52990,52943,52768,52710,52687,56728,"Helmet of Orgnum's Scales"
18,2,13,53019,52921,52734,52886,52991,52944,52769,52711,52688,56729,"Guards of Orgnum's Scales"
18,2,14,53020,52922,52735,52887,52992,52945,52770,52712,52689,56730,"Arm Cops of Orgnum's Scales"
18,2,15,53021,52923,52736,52888,52993,52946,52771,52713,52690,56731,"Belt of Orgnum's Scales"
18,1,1,52995,52843,52645,52855,52738,52657,52948,52890,52960,56698,"Axe of Orgnum's Scales"
18,1,2,52996,52844,52646,52856,52739,52658,52949,52891,52961,56699,"Hammer of Orgnum's Scales"
18,1,3,52997,52845,52647,52857,52740,52659,52950,52892,52962,56700,"Sword of Orgnum's Scales"
18,1,4,52998,52846,52648,52858,52741,52660,52951,52893,52963,56701,"Battle Axe of Orgnum's Scales"
18,1,5,53000,52848,52650,52860,52743,52662,52953,52895,52965,56703,"Greatsword of Orgnum's Scales"
18,1,6,52999,52847,52649,52859,52742,52661,52952,52894,52964,56702,"Maul of Orgnum's Scales"
18,1,7,53001,52849,52651,52861,52744,52663,52954,52896,52966,56704,"Dagger of Orgnum's Scales"
18,1,8,44033,52902,52715,52867,52972,52925,52750,52692,52669,56710,"Cuirass of Orgnum's Scales"
18,1,9,44034,52903,52716,52868,52973,52926,52751,52693,52670,56711,"Sabatons of Orgnum's Scales"
18,1,10,53003,52904,52717,52869,52974,52927,52752,52694,52671,56712,"Gauntlets of Orgnum's Scales"
18,1,11,44031,52905,52718,52870,52975,52928,52753,52695,52672,56713,"Helm of Orgnum's Scales"
18,1,12,44032,52906,52719,52871,52976,52929,52754,52696,52673,56714,"Greaves of Orgnum's Scales"
18,1,13,53004,52907,52720,52872,52977,52930,52755,52697,52674,56715,"Pauldron of Orgnum's Scales"
18,1,14,53005,52908,52721,52873,52978,52931,52756,52698,52675,56716,"Girdle of Orgnum's Scales"
18,6,1,53014,52850,52652,52862,52745,52664,52955,52897,52967,56705,"Bow of Orgnum's Scales"
18,6,2,53022,52851,52653,52863,52746,52665,52956,52898,52968,56706,"Inferno Staff of Orgnum's Scales"
18,6,3,53023,52852,52654,52864,52747,52666,52957,52899,52969,56707,"Ice Staff of Orgnum's Scales"
18,6,4,53024,52853,52655,52865,52748,52667,52958,52900,52970,56708,"Lightning Staff of Orgnum's Scales"
18,6,5,53025,52854,52656,52866,52749,52668,52959,52901,52971,56709,"Restoration Staff of Orgnum's Scales"
18,6,6,44036,52924,52737,52889,52994,52947,52772,52714,52691,56732,"Shield of Orgnum's Scales"
22,2,1,43972,50241,50054,50206,50311,50264,50089,50031,50008,56472,"Robe of the Spectre's Eye"
22,2,2,50343,50246,50059,50211,50316,50269,50094,50036,50013,56477,"Shirt of the Spectre's Eye"
22,2,3,43974,50242,50055,50207,50312,50265,50090,50032,50009,56473,"Shoes of the Spectre's Eye"
22,2,4,43975,50243,50056,50208,50313,50266,50091,50033,50010,56474,"Gloves of the Spectre's Eye"
22,2,5,43971,50244,50057,50209,50314,50267,50092,50034,50011,56475,"Hat of the Spectre's Eye"
22,2,6,50342,50245,50058,50210,50315,50268,50093,50035,50012,56476,"Breeches of the Spectre's Eye"
22,2,7,43973,50247,50060,50212,50317,50270,50095,50037,50014,56478,"Epaulets of the Spectre's Eye"
22,2,8,50344,50248,50061,50213,50318,50271,50096,50038,50015,56479,"Sash of the Spectre's Eye"
22,2,9,50346,50249,50062,50214,50319,50272,50097,50039,50016,56480,"Jack of the Spectre's Eye"
22,2,10,50347,50250,50063,50215,50320,50273,50098,50040,50017,56481,"Boots of the Spectre's Eye"
22,2,11,50348,50251,50064,50216,50321,50274,50099,50041,50018,56482,"Bracers of the Spectre's Eye"
22,2,12,50349,50252,50065,50217,50322,50275,50100,50042,50019,56483,"Helmet of the Spectre's Eye"
22,2,13,50350,50253,50066,50218,50323,50276,50101,50043,50020,56484,"Guards of the Spectre's Eye"
22,2,14,50351,50254,50067,50219,50324,50277,50102,50044,50021,56485,"Arm Cops of the Spectre's Eye"
22,2,15,50352,50255,50068,50220,50325,50278,50103,50045,50022,56486,"Belt of the Spectre's Eye"
22,1,1,50327,50175,49977,50187,50070,49989,50280,50222,50292,56453,"Axe of the Spectre's Eye"
22,1,2,50328,50176,49978,50188,50071,49990,50281,50223,50293,56454,"Hammer of the Spectre's Eye"
22,1,3,50329,50177,49979,50189,50072,49991,50282,50224,50294,56455,"Sword of the Spectre's Eye"
22,1,4,50330,50178,49980,50190,50073,49992,50283,50225,50295,56456,"Battle Axe of the Spectre's Eye"
22,1,5,50332,50180,49982,50192,50075,49994,50285,50227,50297,56458,"Greatsword of the Spectre's Eye"
22,1,6,50331,50179,49981,50191,50074,49993,50284,50226,50296,56457,"Maul of the Spectre's Eye"
22,1,7,50333,50181,49983,50193,50076,49995,50286,50228,50298,56459,"Dagger of the Spectre's Eye"
22,1,8,50335,50234,50047,50199,50304,50257,50082,50024,50001,56465,"Cuirass of the Spectre's Eye"
22,1,9,50336,50235,50048,50200,50305,50258,50083,50025,50002,56466,"Sabatons of the Spectre's Eye"
22,1,10,50337,50236,50049,50201,50306,50259,50084,50026,50003,56467,"Gauntlets of the Spectre's Eye"
22,1,11,50338,50237,50050,50202,50307,50260,50085,50027,50004,56468,"Helm of the Spectre's Eye"
22,1,12,50339,50238,50051,50203,50308,50261,50086,50028,50005,56469,"Greaves of the Spectre's Eye"
22,1,13,50340,50239,50052,50204,50309,50262,50087,50029,50006,56470,"Pauldron of the Spectre's Eye"
22,1,14,50341,50240,50053,50205,50310,50263,50088,50030,50007,56471,"Girdle of the Spectre's Eye"
22,6,1,50345,50182,49984,50194,50077,49996,50287,50229,50299,56460,"Bow of the Spectre's Eye"
22,6,2,50355,50183,49985,50195,50078,49997,50288,50230,50300,56461,"Inferno Staff of the Spectre's Eye"
22,6,3,50356,50184,49986,50196,50079,49998,50289,50231,50301,56462,"Ice Staff of the Spectre's Eye"
22,6,4,50357,50185,49987,50197,50080,49999,50290,50232,50302,56463,"Lightning Staff of the Spectre's Eye"
22,6,5,43976,50186,49988,50198,50081,50000,50291,50233,50303,56464,"Restoration Staff of the Spectre's Eye"
22,6,6,50354,50256,50069,50221,50326,50279,50104,50046,50023,56487,"Shield of the Spectre's Eye"
34,2,1,75406,75651,75581,75546,75511,75686,75441,75616,75476,75721,"Gladiator's Robe"
34,2,2,75411,75656,75586,75551,75516,75691,75446,75621,75481,75726,"Gladiator's Jerkin"
34,2,3,75407,75652,75582,75547,75512,75687,75442,75617,75477,75722,"Gladiator's Shoes"
34,2,4,75408,75653,75583,75548,75513,75688,75443,75618,75478,75723,"Gladiator's Gloves"
34,2,5,75409,75654,75584,75549,75514,75689,75444,75619,75479,75724,"Gladiator's Hat"
34,2,6,75410,75655,75585,75550,75515,75690,75445,75620,75480,75725,"Gladiator's Breeches"
34,2,7,75412,75657,75587,75552,75517,75692,75447,75622,75482,75727,"Gladiator's Epaulets"
34,2,8,75413,75658,75588,75553,75518,75693,75448,75623,75483,75728,"Gladiator's Sash"
34,2,9,75414,75659,75589,75554,75519,75694,75449,75624,75484,75729,"Gladiator's Jack"
34,2,10,75415,75660,75590,75555,75520,75695,75450,75625,75485,75730,"Gladiator's Boots"
34,2,11,75416,75661,75591,75556,75521,75696,75451,75626,75486,75731,"Gladiator's Bracers"
34,2,12,75417,75662,75592,75557,75522,75697,75452,75627,75487,75732,"Gladiator's Helmet"
34,2,13,75418,75663,75593,75558,75523,75698,75453,75628,75488,75733,"Gladiator's Guards"
34,2,14,75419,75664,75594,75559,75524,75699,75454,75629,75489,75734,"Gladiator's Arm Cops"
34,2,15,75420,75665,75595,75560,75525,75700,75455,75630,75490,75735,"Gladiator's Belt"
34,1,1,75386,75456,75596,75491,75421,75526,75666,75561,75631,75701,"Gladiator's Axe"
34,1,2,75387,75457,75597,75492,75422,75527,75667,75562,75632,75702,"Gladiator's Mace"
34,1,3,75388,75458,75598,75493,75423,75528,75668,75563,75633,75703,"Gladiator's Sword"
34,1,4,75389,75459,75599,75494,75424,75529,75669,75564,75634,75704,"Gladiator's Battle Axe"
34,1,5,75391,75461,75601,75496,75426,75531,75671,75566,75636,75706,"Gladiator's Greatsword"
34,1,6,75390,75460,75600,75495,75425,75530,75670,75565,75635,75705,"Gladiator's Maul"
34,1,7,75392,75462,75602,75497,75427,75532,75672,75567,75637,75707,"Gladiator's Dagger"
34,1,8,75399,75644,75574,75539,75504,75679,75434,75609,75469,75714,"Gladiator's Cuirass"
34,1,9,75400,75645,75575,75540,75505,75680,75435,75610,75470,75715,"Gladiator's Sabatons"
34,1,10,75401,75646,75576,75541,75506,75681,75436,75611,75471,75716,"Gladiator's Gauntlets"
34,1,11,75402,75647,75577,75542,75507,75682,75437,75612,75472,75717,"Gladiator's Helm"
34,1,12,75403,75648,75578,75543,75508,75683,75438,75613,75473,75718,"Gladiator's Greaves"
34,1,13,75404,75649,75579,75544,75509,75684,75439,75614,75474,75719,"Gladiator's Pauldron"
34,1,14,75405,75650,75580,75545,75510,75685,75440,75615,75475,75720,"Gladiator's Girdle"
34,6,1,75393,75463,75603,75498,75428,75533,75673,75568,75638,75708,"Gladiator's Bow"
34,6,2,75394,75464,75604,75499,75429,75534,75674,75569,75639,75709,"Gladiator's Inferno Staff"
34,6,3,75395,75465,75605,75500,75430,75535,75675,75570,75640,75710,"Gladiator's Ice Staff"
